No.;SMILES;HDAC6 activity;Applicability domain (AD);Experimental value; pIC50;Standard deviation;Chemble ID
6644;CC1(C)CCC2(C)C(=C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC2O)C1;unreliable prediction;Outside AD;-0;-0;-0;
6645;NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N;unreliable prediction;Outside AD;-0;-0;-0;
6646;[H]N=C(N)c1cc2[nH]c(-c3cccc(OCC(C)C)c3O)nc2cc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
6647;C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1;unreliable prediction;Outside AD;-0;-0;-0;
6648;C[Si](C)(C)C(CC(=O)O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6649;CCOCC;unreliable prediction;Outside AD;-0;-0;-0;
6650;[H]N=C(N)NCCCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CCCC)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)O)C(C)CC;unreliable prediction;Outside AD;-0;-0;-0;
6651;CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C;unreliable prediction;Outside AD;-0;-0;-0;
6652;CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C;unreliable prediction;Outside AD;-0;-0;-0;
6653;CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21;unreliable prediction;Outside AD;-0;-0;-0;
6654;CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21;unreliable prediction;Outside AD;-0;-0;-0;
6655;C#CCNC1CCc2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
6656;C#CCNC1CCc2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
6657;Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C;unreliable prediction;Outside AD;-0;-0;-0;
6658;CC(C)(C)OC=O;unreliable prediction;Outside AD;-0;-0;-0;
6659;NC(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6660;COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC;unreliable prediction;Outside AD;-0;-0;-0;
6661;CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12;unreliable prediction;Outside AD;-0;-0;-0;
6662;CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O;unreliable prediction;Outside AD;-0;-0;-0;
6663;CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3;unreliable prediction;Outside AD;-0;-0;-0;
6664;N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1;unreliable prediction;Outside AD;-0;-0;-0;
6665;CC1NC(=O)C(CC(=O)O)NC1=O;unreliable prediction;Outside AD;-0;-0;-0;
6666;O=c1[nH]c(=S)[nH]c(-c2ccccc2)c1Cc1c(O)ccc2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
6667;CN(C)C(=O)Oc1ccc[n+](C)c1;unreliable prediction;Outside AD;-0;-0;-0;
6668;OCC1OC(OC2C(CO)OC(OCCCCCC3CCCCC3)C(O)C2O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6669;Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc12;unreliable prediction;Outside AD;-0;-0;-0;
6670;NS(=O)(=O)c1c(F)cccc1F;unreliable prediction;Outside AD;-0;-0;-0;
6671;CC1(CCN2CCCCC2)C(=O)CCc2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
6672;Cc1cc(CCCOc2c(C)cc(-c3nnn(C)n3)cc2C)on1;unreliable prediction;Outside AD;-0;-0;-0;
6673;O=C(c1ccccc1)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6674;Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O;unreliable prediction;Outside AD;-0;-0;-0;
6675;O=P(O)(O)OCC1OC(OP(=O)(O)O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6676;NCCN1CCOCC1;unreliable prediction;Outside AD;-0;-0;-0;
6677;CCCC(O)C(CC)CO;unreliable prediction;Outside AD;-0;-0;-0;
6678;Cc1c[nH]c(=O)[nH]c1=O;unreliable prediction;Outside AD;-0;-0;-0;
6679;NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6680;CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6681;O=C(O)CCCCN(Cc1ccc([N+](=O)[O-])cc1)CP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
6682;O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2[nH]c1=O;unreliable prediction;Outside AD;-0;-0;-0;
6683;COC1CC(OC2CC(C3OC(C)(O)C(C)CC3C)OC2C2(C)CCC(C3(C)CCC4(CC(O)C(C)C(C(C)C5OC(O)(CC(=O)O)C(C)C(OC)C5OC)O4)O3)O2)OC(C)C1OC;unreliable prediction;Outside AD;-0;-0;-0;
6684;CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6685;CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12;unreliable prediction;Outside AD;-0;-0;-0;
6686;Cc1ccc2nc[nH]c2c1;unreliable prediction;Outside AD;-0;-0;-0;
6687;CC1(C)CCC(C)(C)c2cc(C(=O)c3ccc4cc(C(=O)O)ccc4c3)ccc21;unreliable prediction;Outside AD;-0;-0;-0;
6688;C=C1CC2C=Nc3cc(OCCCOc4cc5c(cc4OC)C(=O)N4CC(=C)CC4C=N5)c(OC)cc3C(=O)N2C1;unreliable prediction;Outside AD;-0;-0;-0;
6689;CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1;unreliable prediction;Outside AD;-0;-0;-0;
6690;Nc1ccccc1C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6691;COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc(C(OC)C3COC3)c(Cl)c2C1=O;unreliable prediction;Outside AD;-0;-0;-0;
6692;O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCCCC3)c2)c1Br;unreliable prediction;Outside AD;-0;-0;-0;
6693;CS(=O)c1ccc(-c2nc(-c3ccncc3)c(-c3cccc(I)c3)[nH]2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6694;CC#CCNc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)OC(C)(C)C)CC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6695;O=C(CO)CO;unreliable prediction;Outside AD;-0;-0;-0;
6696;O=C(c1ccc(O)cc1)c1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6697;O=C(O)c1ccc2cc(C(=O)O)ccc2c1;unreliable prediction;Outside AD;-0;-0;-0;
6698;CCN=C1NC(=O)C(c2ccccc2)O1;unreliable prediction;Outside AD;-0;-0;-0;
6699;[H]N=C(N)NCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(NC(=O)C(=C)Br)cn4C)cn3C)cn2C)cn1C;unreliable prediction;Outside AD;-0;-0;-0;
6700;Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1;unreliable prediction;Outside AD;-0;-0;-0;
6701;CNC(C)(C)Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6702;Nc1ccn(C2COC(CO)O2)c(=O)n1;unreliable prediction;Outside AD;-0;-0;-0;
6703;O=P(O)(O)OCC1OC(n2cnc3c(OP(=O)(O)O)ncnc32)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6704;Nc1nc(N)nc(-c2cc3ccccc3cc2Br)n1;unreliable prediction;Outside AD;-0;-0;-0;
6705;CC(O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(I)c1;unreliable prediction;Outside AD;-0;-0;-0;
6706;CCC(=O)N(CC(C)N(C)CCc1ccccc1)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6707;CC(C)(C)OC(=O)NCc1c[nH]c2[nH]c(N)nc(=O)c12;unreliable prediction;Outside AD;-0;-0;-0;
6708;COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6709;CC(C)NCc1ccc(CC(N)C(=O)O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6710;CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[PH](=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6711;CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O;unreliable prediction;Outside AD;-0;-0;-0;
6712;CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)CF;unreliable prediction;Outside AD;-0;-0;-0;
6713;CC1(C)CCC2(CC1)NC(C(=O)NC1CCC(C(N)=O)OC1)C(c1ccnc(Cl)c1F)C21C(=O)Nc2cc(Cl)ccc21;unreliable prediction;Outside AD;-0;-0;-0;
6714;[H]N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)CCC)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6715;Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O;unreliable prediction;Outside AD;-0;-0;-0;
6716;CC1(C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)CC(C(F)(F)F)=NN1;unreliable prediction;Outside AD;-0;-0;-0;
6717;O=C(c1c(O)cc(O)cc1O)n1cccc1;unreliable prediction;Outside AD;-0;-0;-0;
6718;C1COCCO1;unreliable prediction;Outside AD;-0;-0;-0;
6719;NC(=O)c1ccc2c(c1O)C13CCN(CC4CC4)C(C2)C1(O)CCC(=O)C3;unreliable prediction;Outside AD;-0;-0;-0;
6720;Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O;unreliable prediction;Outside AD;-0;-0;-0;
6721;CCCCCOC1OC(CO)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6722;CCCCCCCC(C(=O)c1ccccc1)N1CCCC1;unreliable prediction;Outside AD;-0;-0;-0;
6723;C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC;unreliable prediction;Outside AD;-0;-0;-0;
6724;[H]N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)CNC2CCCCC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6725;O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F;unreliable prediction;Outside AD;-0;-0;-0;
6726;C=CCS(=O)CCC=S;unreliable prediction;Outside AD;-0;-0;-0;
6727;Nc1ccn(C2COC(CO)S2)c(=O)n1;unreliable prediction;Outside AD;-0;-0;-0;
6728;CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21;unreliable prediction;Outside AD;-0;-0;-0;
6729;CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6730;NCCCSCC(N)CO;unreliable prediction;Outside AD;-0;-0;-0;
6731;CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
6732;CCCCCCOC(=O)CCC(=O)CN;unreliable prediction;Outside AD;-0;-0;-0;
6733;O=C(O)Cc1cccc(-c2cc(CCCCCCc3ccc(OC4OC(CO)C(O)C(O)C4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2OC2OC(CO)C(O)C(O)C2O)c1;unreliable prediction;Outside AD;-0;-0;-0;
6734;Cc1ccccc1S(=O)(=O)Nc1cc(-c2ccc(C#N)cc2)sc1C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6735;O=C(O)c1nc(=O)[nH]c(=O)[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
6736;CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12;unreliable prediction;Outside AD;-0;-0;-0;
6737;Cn1c(=O)c2c(ncn2C)n(C)c1=O;unreliable prediction;Outside AD;-0;-0;-0;
6738;CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C;unreliable prediction;Outside AD;-0;-0;-0;
6739;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;see experimental value;-0;6.19;0.0;CHEMBL118;
6740;CC12C=CC(O)CC1CCC1C2CCC2(C)C(O)CCC12;unreliable prediction;Outside AD;-0;-0;-0;
6741;NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1;unreliable prediction;Outside AD;-0;-0;-0;
6742;CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6743;CC1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1;unreliable prediction;Outside AD;-0;-0;-0;
6744;Cc1ccccc1OCC(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(OC(=O)N2CCC(C(N)=O)CC2)cc1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6745;CC(NC1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
6746;CCOC(=O)C(CS)NCCNC(CS)C(=O)OCC;unreliable prediction;Outside AD;-0;-0;-0;
6747;CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO;unreliable prediction;Outside AD;-0;-0;-0;
6748;CS(=O)(=O)c1ccccc1S(=O)(=O)NO;unreliable prediction;Outside AD;-0;-0;-0;
6749;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl;unreliable prediction;Outside AD;-0;-0;-0;
6750;Cn1nccc1Nc1nccc(-c2ccn(C(CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1;unreliable prediction;Outside AD;-0;-0;-0;
6751;CC(=O)Nc1ccc(O)cc1;Inactive;Inside AD;-0;-0;-0;
6752;COC(=O)OCOc1c2n(ccc1=O)N(C1c3ccccc3SCc3c1ccc(F)c3F)C1COCCN1C2=O;unreliable prediction;Outside AD;-0;-0;-0;
6753;CC(C)C(NS(=O)(=O)c1ccc2c(c1)sc1ccccc12)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6754;O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6755;CC1CCC(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)O)C(C)C)CC1;unreliable prediction;Outside AD;-0;-0;-0;
6756;C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6757;CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21;unreliable prediction;Outside AD;-0;-0;-0;
6758;Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
6759;c1ccc2c(CCC3CCNCC3)c[nH]c2c1;unreliable prediction;Outside AD;-0;-0;-0;
6760;CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CC1CCCN1C;unreliable prediction;Outside AD;-0;-0;-0;
6761;CC(=O)NC(Cc1ccc(OP(=O)(O)O)c(C=O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
6762;CC(C)=CCCC(C)=CCCC(C)=CCN1C(=O)c2cccc(O)c2Nc2c(O)cc(O)cc21;unreliable prediction;Outside AD;-0;-0;-0;
6763;CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6764;Cc1ccc(OCC[PH](=O)O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6765;CC(=O)C(N)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6766;CC(C)(CO)C(O)C(=O)NCCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6767;Cc1cc(F)ccc1C1CNCCN1C(=O)N(C)C(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;unreliable prediction;Outside AD;-0;-0;-0;
6768;Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl;unreliable prediction;Outside AD;-0;-0;-0;
6769;CCC(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12;unreliable prediction;Outside AD;-0;-0;-0;
6770;O=C(O)C(F)=Cc1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6771;O=C(Oc1ccc2c(c1)CCCN2C(=O)C(Cl)Cl)c1ccco1;unreliable prediction;Outside AD;-0;-0;-0;
6772;O=C1OC(C(O)CO)C(=O)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
6773;CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C;unreliable prediction;Outside AD;-0;-0;-0;
6774;CCOc1ccccc1C(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
6775;Cc1cc(N=Nc2ccccc2C(=O)O)ccc1O;unreliable prediction;Outside AD;-0;-0;-0;
6776;CCCC1(C)SC(NC2CCCCCCC2)=NC1=O;unreliable prediction;Outside AD;-0;-0;-0;
6777;NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6778;O=S(=O)(c1ccc2c(c1)CNC(CF)C2)N1CCSCC1;unreliable prediction;Outside AD;-0;-0;-0;
6779;CCOC(=O)N=C(N)c1ccc(OCc2cccc(COc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6780;COCCOCCOC;unreliable prediction;Outside AD;-0;-0;-0;
6781;O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1;unreliable prediction;Outside AD;-0;-0;-0;
6782;NC(CCC(=O)NC(CSC(O)N(O)c1ccc(I)cc1)C(=O)NCC(=O)O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6783;CC(C)n1c(=O)c(C(=O)NCCCN2CCCCC2)c(O)c2ccsc21;unreliable prediction;Outside AD;-0;-0;-0;
6784;Cc1cc(C2CCCCC2)n(O)c(=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
6785;CCCCCCCCCCCCCCCCOCCCOP(=O)(O)COC(C)Cn1cnc2c(N)ncnc21;unreliable prediction;Outside AD;-0;-0;-0;
6786;NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6787;O=C(O)C1(O)CC(O)C(O)C(CCCOc2ccccc2)C1;unreliable prediction;Outside AD;-0;-0;-0;
6788;CC(NC(=O)C(=O)Nc1ccccc1C(C)(C)C)C(=O)NC(CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F;unreliable prediction;Outside AD;-0;-0;-0;
6789;CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
6790;O=P(O)(O)OCC(O)C1OC(O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6791;Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6792;CCC(C)CC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1;unreliable prediction;Outside AD;-0;-0;-0;
6793;Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1;unreliable prediction;Outside AD;-0;-0;-0;
6794;CC(C)(CCCCOCCCCC(C)(C)C(=O)O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6795;[H]N=C(N)NCCCC(C=O)NC(=O)C(NC(=O)C(CCCNC(N)=N[H])NC(=O)NC(Cc1ccccc1)C(=O)O)C(C)C;unreliable prediction;Outside AD;-0;-0;-0;
6796;CC(=O)OC12C(O)C(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(C)=CC43)C1C2(C)C;unreliable prediction;Outside AD;-0;-0;-0;
6797;Nc1nc(=O)c2ccccc2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
6798;Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1;unreliable prediction;Outside AD;-0;-0;-0;
6799;NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)n1;unreliable prediction;Outside AD;-0;-0;-0;
6800;CC(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12;unreliable prediction;Outside AD;-0;-0;-0;
6801;COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O;unreliable prediction;Outside AD;-0;-0;-0;
6802;CC(C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)=CC=CC=C(C)C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6803;CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1;unreliable prediction;Outside AD;-0;-0;-0;
6804;Cc1c(C)c2c(c(C)c1O)CCC(C)(C)O2;unreliable prediction;Outside AD;-0;-0;-0;
6805;CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12;unreliable prediction;Outside AD;-0;-0;-0;
6806;CCCCCCC=CCCCCCCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6807;CN1CCCC1=O;unreliable prediction;Outside AD;-0;-0;-0;
6808;CNCCON=c1c2ccccc2ccc2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
6809;NC1CCC=NC1;unreliable prediction;Outside AD;-0;-0;-0;
6810;Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6811;COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6812;CC#CC(=O)N1CCC(n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1;unreliable prediction;Outside AD;-0;-0;-0;
6813;Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6814;O=C(O)Cc1c[nH]c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
6815;CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21;unreliable prediction;Outside AD;-0;-0;-0;
6816;CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
6817;O=C(OCc1ccccc1)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6818;NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6819;CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1;unreliable prediction;Outside AD;-0;-0;-0;
6820;O=c1c2ccccc2[se]n1CCn1[se]c2ccccc2c1=O;unreliable prediction;Outside AD;-0;-0;-0;
6821;NC(CC1C(=O)Nc2ccccc21)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6822;CC1(CS(=O)(=O)N2CCC(Oc3ccc(Cl)cn3)CC2)NC(=O)NC1=O;unreliable prediction;Outside AD;-0;-0;-0;
6823;NCC(O)c1ccc(O)c(O)c1;unreliable prediction;Outside AD;-0;-0;-0;
6824;C=C1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1(O)C(C)=O;unreliable prediction;Outside AD;-0;-0;-0;
6825;CN1CCC(NC(=O)Nc2ccc(C#N)cc2)CC1c1nc2ccccc2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
6826;Cc1cccc2nc3cccc(C(=O)NCCNCCNCCNC(=O)c4cccc5nc6cccc(C)c6nc45)c3nc12;unreliable prediction;Outside AD;-0;-0;-0;
6827;Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6828;NCc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)cccc2N3)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6829;CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(Cl)C1O)Oc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6830;CC(C)C(NC(=O)OCc1ccccc1)P(=O)(O)CC(C(=O)O)c1cccc(CN)c1;unreliable prediction;Outside AD;-0;-0;-0;
6831;CC1=C(C(=O)O)NC(C(C=O)NC(=O)Cc2cccs2)SC1;unreliable prediction;Outside AD;-0;-0;-0;
6832;[H]N=C(N)NCCCC(N)C(=O)NC(Cc1c(C)cc(O)cc1C)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
6833;CC#CCOc1ccc(S(=O)(=O)NC(Cc2c[nH]c3ccc(C)cc23)C(=O)O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6834;O=c1ccc2c(C(O)CNCCCCCCOCC(F)(F)c3ccccc3)ccc(O)c2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
6835;C=C(CCCC(N)C(=O)O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6836;NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6837;N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1;unreliable prediction;Outside AD;-0;-0;-0;
6838;CC(Nc1ccc2c(c1)OCCn1cc(N3C(=O)OCC3C(F)F)nc1-2)C(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
